Test_ID,Predicted_Reference_Parameter,Valid / Invalid
TST-0278,30.6279,Invalid
TST-0006,18.765,Valid
TST-0047,53.6257,Valid
TST-0311,25.8826,Valid
TST-0264,21.3755,Invalid
TST-0169,19.998,Valid
TST-0269,18.2219,Valid
TST-0178,16.8698,Invalid
TST-0206,32.0645,Valid
TST-0038,17.9586,Valid
TST-0213,14.6357,Valid
TST-0309,16.4137,Valid
TST-0059,33.3474,Valid
TST-0159,18.3511,Valid
TST-0235,19.9833,Valid
TST-0230,21.3628,Valid
TST-0323,36.1287,Valid
TST-0262,18.5678,Valid
TST-0274,13.9872,Valid
TST-0214,49.4382,Valid
TST-0024,40.6788,Valid
TST-0234,17.1091,Valid
TST-0333,22.701,Valid
TST-0060,20.4643,Valid
TST-0226,35.9594,Valid
TST-0197,16.2562,Valid
TST-0346,41.3372,Valid
TST-0192,26.7887,Valid
TST-0141,29.1852,Valid
TST-0222,39.6158,Invalid
TST-0232,19.4487,Valid
TST-0085,23.8944,Valid
TST-0237,31.8174,Valid
TST-0001,39.3231,Valid
TST-0069,16.4067,Valid
TST-0272,23.512,Valid
TST-0343,34.1347,Valid
TST-0320,26.1979,Valid
TST-0008,30.4201,Invalid
TST-0144,23.423,Valid
TST-0184,22.2929,Valid
TST-0107,55.3852,Valid
TST-0026,42.8613,Valid
TST-0164,41.8232,Valid
TST-0217,32.509,Valid
TST-0332,30.6994,Valid
TST-0279,23.5256,Valid
TST-0243,17.9458,Valid
TST-0163,20.257,Valid
TST-0131,29.7316,Valid
TST-0070,16.37,Valid
TST-0137,18.5627,Valid
TST-0210,29.3009,Valid
TST-0288,21.1209,Valid
TST-0248,17.9616,Valid
TST-0277,22.3534,Invalid
TST-0215,22.3483,Valid
TST-0138,16.2076,Valid
TST-0228,17.221,Valid
TST-0252,47.9666,Valid
TST-0205,29.3915,Valid
TST-0348,22.5638,Valid
TST-0177,23.2157,Valid
TST-0267,37.2227,Valid
TST-0308,23.2478,Valid
TST-0087,41.3428,Invalid
TST-0117,16.7153,Valid
TST-0014,18.6211,Valid
TST-0154,24.0388,Valid
TST-0207,46.7052,Valid
TST-0187,22.2808,Valid
TST-0236,21.3117,Valid
TST-0283,35.3652,Invalid
TST-0089,17.9562,Valid
TST-0202,22.8648,Valid
TST-0160,18.5628,Valid
TST-0036,26.1085,Valid
TST-0275,46.9872,Valid
TST-0023,34.9428,Valid
TST-0091,42.928,Valid
TST-0151,44.2783,Valid
TST-0310,23.1363,Valid
TST-0239,14.8631,Valid
TST-0331,31.9195,Valid
TST-0316,13.5088,Invalid
TST-0338,14.3665,Valid
TST-0019,19.811,Valid
TST-0168,13.7019,Invalid
TST-0007,18.1145,Valid
TST-0211,31.973,Valid
TST-0016,35.3079,Valid
TST-0027,18.7711,Invalid
TST-0031,16.1178,Invalid
TST-0249,28.3655,Valid
TST-0011,16.0484,Valid
TST-0080,23.9175,Invalid
TST-0121,16.4258,Valid
TST-0266,19.6666,Valid
TST-0198,22.3407,Valid
TST-0067,31.1974,Valid
TST-0102,21.8291,Valid
TST-0005,37.0238,Valid
TST-0003,30.3091,Valid
TST-0132,43.8912,Valid
TST-0029,26.329,Valid
TST-0221,34.3845,Valid
TST-0099,17.0655,Valid
TST-0062,17.4912,Valid
TST-0095,26.3112,Valid
TST-0126,17.034,Valid
TST-0034,50.4215,Valid
TST-0103,16.0983,Valid
TST-0245,22.9601,Valid
TST-0058,50.0581,Valid
TST-0065,26.655,Valid
TST-0086,19.2082,Valid
TST-0342,20.8431,Valid
TST-0335,17.6121,Valid
TST-0180,17.5489,Invalid
TST-0294,23.0377,Invalid
TST-0072,20.7462,Valid
TST-0315,48.0888,Invalid
TST-0182,45.3648,Valid
TST-0200,21.462,Valid
TST-0030,16.6288,Valid
TST-0193,16.9409,Valid
TST-0231,21.0325,Valid
TST-0128,25.5309,Valid
TST-0165,28.4463,Invalid
TST-0074,14.0194,Valid
TST-0004,33.8601,Valid
TST-0157,24.1312,Valid
TST-0143,27.1465,Valid
TST-0179,42.5891,Valid
TST-0075,27.3937,Valid
TST-0233,24.1855,Valid
TST-0111,26.5025,Valid
TST-0350,21.5032,Valid
TST-0122,16.9555,Valid
TST-0076,22.3249,Valid
TST-0304,26.22,Valid
TST-0190,29.1599,Valid
TST-0061,16.9829,Valid
TST-0009,27.3985,Valid
TST-0194,44.9386,Valid
TST-0156,14.9235,Valid
TST-0088,32.3162,Valid
TST-0256,47.6009,Valid
TST-0329,16.366,Valid
TST-0219,42.6309,Valid
TST-0306,14.2705,Valid
TST-0324,22.5785,Valid
TST-0113,21.6009,Valid
TST-0135,16.1525,Valid
TST-0339,17.1741,Valid
TST-0260,22.2483,Valid
TST-0195,26.5211,Valid
TST-0286,28.4448,Valid
TST-0015,25.177,Valid
TST-0263,19.4261,Valid
TST-0147,24.5055,Valid
TST-0002,24.8529,Invalid
TST-0114,46.4014,Valid
TST-0271,26.4637,Invalid
TST-0223,22.0057,Valid
TST-0344,15.8024,Valid
TST-0183,30.9233,Valid
TST-0327,32.2681,Valid
TST-0250,19.105,Invalid
TST-0185,39.1175,Valid
TST-0242,21.2119,Valid
TST-0158,12.8857,Valid
TST-0078,45.8851,Valid
TST-0120,21.3936,Valid
TST-0093,29.8926,Valid
TST-0051,15.8961,Valid
TST-0010,15.9011,Valid
TST-0013,50.5669,Valid
TST-0049,14.9806,Valid
TST-0041,17.4088,Valid
TST-0055,31.1162,Valid
TST-0012,20.5697,Valid
TST-0127,48.902,Valid
TST-0225,26.4859,Valid
TST-0050,23.2144,Valid
TST-0172,39.1108,Valid
TST-0079,32.7371,Valid
TST-0046,22.4374,Valid
TST-0325,17.8979,Valid
TST-0280,20.4069,Valid
TST-0140,15.0348,Valid
TST-0244,48.0888,Invalid
TST-0203,21.051,Valid
TST-0238,18.5362,Valid
TST-0092,27.8301,Valid
TST-0307,14.1031,Valid
TST-0176,28.7463,Valid
TST-0115,16.9496,Invalid
TST-0028,17.2147,Invalid
TST-0317,19.7615,Valid
TST-0251,38.6718,Valid
TST-0301,15.0918,Valid
TST-0116,37.3665,Valid
TST-0056,24.591,Valid
TST-0166,27.3665,Valid
TST-0247,33.2314,Valid
TST-0291,28.0521,Valid
TST-0167,29.8222,Valid
TST-0313,48.0749,Valid
TST-0105,14.0546,Valid
TST-0104,21.1535,Valid
TST-0045,35.5001,Valid
TST-0289,43.9707,Valid
TST-0048,26.8661,Valid
TST-0110,18.1297,Valid
TST-0037,39.8027,Invalid
TST-0305,18.109,Valid
TST-0240,32.4364,Valid
TST-0155,33.7841,Valid
TST-0119,54.2872,Valid
TST-0295,23.8138,Valid
TST-0229,18.453,Valid
TST-0106,21.3844,Valid
TST-0052,16.1075,Valid
TST-0276,20.9649,Invalid
TST-0216,21.6543,Valid
TST-0208,20.411,Valid
TST-0188,21.9569,Valid
TST-0145,49.8314,Valid
TST-0039,21.6785,Valid
TST-0173,18.9899,Valid
TST-0082,20.1786,Valid
TST-0296,36.8014,Valid
TST-0297,32.4588,Valid
TST-0125,17.568,Valid
TST-0199,21.2672,Invalid
TST-0330,21.5719,Valid
TST-0133,35.0127,Valid
TST-0175,31.2752,Valid
TST-0270,45.8001,Valid
TST-0255,16.8576,Valid
TST-0025,13.7698,Valid
TST-0073,13.8268,Valid
TST-0077,20.6384,Valid
TST-0293,14.7901,Valid
TST-0212,34.2826,Invalid
TST-0081,13.9895,Valid
TST-0328,19.6247,Valid
TST-0290,46.8538,Invalid
TST-0337,16.8047,Valid
TST-0171,24.029,Valid
TST-0057,29.4657,Valid
TST-0284,19.4448,Valid
TST-0063,22.3737,Invalid
TST-0022,20.4212,Valid
TST-0044,17.8135,Valid
TST-0035,23.5055,Valid
TST-0258,40.6831,Invalid
TST-0334,27.223,Valid
TST-0018,27.3329,Valid
TST-0321,21.3567,Valid
TST-0282,14.8819,Valid
TST-0142,42.7632,Invalid
TST-0312,22.9962,Valid
TST-0101,22.4479,Valid
TST-0134,21.7393,Invalid
TST-0287,32.7435,Valid
TST-0153,33.0379,Valid
TST-0299,29.6328,Valid
TST-0204,23.9175,Invalid
TST-0090,19.7975,Valid
TST-0186,33.8488,Valid
TST-0209,49.1579,Valid
TST-0130,21.9044,Valid
TST-0224,23.1591,Valid
TST-0302,28.4065,Valid
TST-0118,15.3569,Valid
TST-0292,20.1018,Valid
TST-0345,22.3534,Invalid
TST-0108,24.7658,Valid
TST-0071,15.297,Valid
TST-0053,16.3084,Valid
TST-0273,16.9691,Valid
TST-0300,14.9549,Valid
TST-0148,19.0593,Valid
TST-0347,38.7435,Valid
TST-0146,28.4463,Invalid
TST-0241,18.0135,Valid
TST-0096,16.8312,Valid
TST-0220,23.0004,Valid
TST-0174,23.166,Valid
TST-0246,15.2484,Valid
TST-0136,18.7694,Valid
TST-0109,21.9459,Valid
TST-0040,38.5114,Valid
TST-0043,19.9991,Invalid
TST-0181,37.2543,Valid
TST-0268,17.2695,Valid
TST-0253,16.1044,Valid
TST-0017,25.7796,Valid
TST-0201,23.1046,Valid
TST-0129,16.4634,Valid
TST-0068,48.2765,Valid
TST-0161,15.382,Valid
TST-0298,21.2665,Invalid
TST-0094,41.8719,Valid
TST-0336,27.9215,Invalid
TST-0149,20.3501,Valid
TST-0191,48.9433,Valid
TST-0032,18.4536,Valid
TST-0054,16.1963,Valid
TST-0349,54.4663,Valid
TST-0100,17.8718,Valid
TST-0162,19.2213,Valid
TST-0326,23.1628,Valid
TST-0340,19.494,Valid
TST-0319,29.1572,Valid
TST-0064,18.4605,Valid
TST-0259,29.0239,Valid
TST-0066,43.8164,Valid
TST-0123,47.9261,Valid
TST-0218,20.7547,Valid
TST-0261,22.589,Valid
TST-0196,21.2474,Valid
TST-0281,25.5703,Invalid
TST-0303,37.7815,Valid
TST-0254,23.1101,Valid
TST-0322,18.4795,Valid
TST-0139,17.4518,Valid
TST-0257,37.2815,Valid
TST-0033,16.7622,Valid
TST-0112,50.701,Valid
TST-0021,25.0407,Valid
TST-0083,17.713,Valid
TST-0150,25.5602,Valid
TST-0265,23.9506,Valid
TST-0227,34.1735,Valid
TST-0170,24.0629,Valid
TST-0318,30.472,Valid
TST-0097,16.3634,Valid
TST-0152,35.0155,Valid
TST-0084,55.8223,Valid
TST-0124,16.6467,Valid
TST-0098,33.6213,Valid
TST-0341,29.9889,Valid
TST-0042,31.064,Valid
TST-0189,19.4041,Valid
TST-0285,23.1158,Valid
TST-0020,22.1058,Valid
TST-0314,45.1377,Valid
